Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,Range0,Range1,Range2,Range3,Range4,Peaksen0peak0,Peaksen0peak1,Peaksen1peak0,Peaksen1peak1,Peaksen2peak0,Peaksen2peak1,Peaksen3peak0,Peaksen3peak1,Peaksen4peak0,Peaksen4peak1,Avg_mpu1,Avg_mpu2,Std_mpu1,Std_mpu2,Type_of_contact
0.3,0.4,0.5,0.5,0.5,0.3,0.4,0.6,0.6,0.5,0.3,0.4,0.5,0.5,0.5,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,1,0,0,1,0,0,0,0,0,50.3,-177.4,15.7,22.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1,-82.2,420,626.1,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,-143.6,46.1,40.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257.1,-565.7,964.8,1214.4,shove
0.3,0.2,0.3,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,56.1,-143.1,3.6,6.1,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,209.6,11.1,841.7,784.8,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,46.2,-148.9,18,22.1,hug
0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-161.4,20.8,20.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,-144.9,23,15.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.1,-164.1,29.2,25.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27.2,-214.6,730.2,730.9,shove
0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.3,-143.2,4.7,3.4,hug
0.4,0.3,0.5,0.3,0.3,0.4,0.4,0.5,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.1,-153.9,13.7,9,hug
0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,67.8,-146.4,31.3,25.9,hug
0.6,0.6,0.6,0.8,0.5,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,1,0,1,0,0,0,89.2,-155.2,110.1,33.1,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.9,-94.8,507,561.8,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-130.8,767.4,601.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9,-143.7,15.8,7.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.3,-198.4,335.2,556.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,-92,445.3,663.8,shove
0.4,0.3,0.4,0.3,0.2,0.4,0.3,0.4,0.3,0.2,0.4,0.3,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,-142.5,4.3,4.5,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,1,0,1,0,2,0,0,0,76.4,-138.3,59.3,62.8,hug
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1,-142.9,2.9,1.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,-146.2,2,1.3,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,-139.6,261.3,111.6,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,-148.1,139.5,92.3,caress
0.2,0.2,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,56.5,-150.3,12.6,9.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.7,-77.4,454.7,536.1,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,-160.7,109,97,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-272.4,451.2,475.6,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,-148.3,36.8,30.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.4,75.9,894.8,952.7,shove
0.6,0.6,0.5,0.7,0.5,0.6,0.6,0.5,0.7,0.5,0.6,0.6,0.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,-146.6,3,4.5,choke
0.6,0.6,0.6,0.7,0.5,0.7,0.6,0.6,0.7,0.5,0.7,0.6,0.6,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.4,-146,3.3,3.4,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,-147.4,4,5.8,touch
0.2,0.2,0.3,0.2,0.1,0.2,0.3,0.3,0.2,0.4,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0.1,0,0,0,0,0.3,2,0,1,0,3,0,0,0,3,0,49.7,-180,143.3,133.2,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,-147.8,128.2,109.3,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,-146.1,114.7,32.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1,-145.4,11.6,6.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,-156.7,46.5,51.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,-147.4,4,2.6,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,37.1,-135.1,78.9,109,squeeze
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0.1,0,1,0,0,0,0,0,0,0,0,65.7,-155.8,36,32.3,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.1,-147.3,58.1,101.6,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1,0,0,0,0,0,2,1,19,-140.9,128.3,180.3,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.9,224.3,778.3,1067.4,shove
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-144.6,6.2,3.5,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,-132.4,63.2,48.2,caress
0.7,0.6,0.8,1,0.6,0.8,0.6,0.8,1.1,0.7,0.7,0.6,0.8,1,0.7,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,1,0,1,68.2,-137.4,15.2,17.9,choke
0.7,0.6,0.6,0.9,0.6,0.7,0.6,0.7,0.9,0.6,0.7,0.6,0.6,0.9,0.6,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,68.7,-145.3,7.5,7.4,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,108,-97.6,930.5,831.2,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6,-147.3,30,37.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,-140,108.7,57.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,-143.8,58.3,59.5,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0,2,0,1,0,2,1,0,0,0,0,43.8,-133.3,243.6,252.8,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,-146.5,80.2,59.5,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3,-142.9,47.6,54.7,caress
1.1,0.7,0.7,0.4,0.6,1.2,0.7,0.7,0.4,0.7,1.2,0.7,0.7,0.4,0.7,0,0,0,0,0,0.1,0,0,0.1,0,1,0,1,0,0,0,0,0,0,0,56.3,-147.1,2.1,3.4,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.8,-406,544.5,742.7,shove
0.8,0.6,0.5,0.8,0.5,0.8,0.6,0.5,0.8,0.5,0.8,0.6,0.5,0.8,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,51.8,-149.8,8.9,12.8,choke
0.3,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0,0,0,0,0,0.1,0,0.1,0,0.1,0,1,0,0,1,0,0,0,0,0,47.6,-172.9,20.2,29.9,hug
0.5,0.3,0.5,0.2,0.4,0.5,0.4,0.5,0.2,0.4,0.5,0.3,0.5,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38.2,-147.6,40.4,6.4,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160.3,-81.7,977.4,1034.6,shove
0.6,0.6,0.7,0.8,0.5,0.6,0.6,0.7,0.8,0.5,0.6,0.6,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,-145.4,86.4,33.3,choke
0.7,0.6,0.7,0.8,0.5,0.7,0.6,0.7,0.8,0.5,0.7,0.6,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7,-151.3,90.2,29.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,-94.5,615.2,677.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,-148.4,7,5.7,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,81.5,-141.1,77.6,87.8,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,-133,68.5,86.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-148.5,4.5,2.7,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0.1,1,0,0,0,0,1,0,0,1,0,58.5,-150.6,60.4,78.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3,-144.5,4,1.8,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0,1,0,0,0,1,1,1,0,0,0,74.8,-146.9,74.6,75.1,hug
0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,59.8,-141.9,24.2,8.9,hug
0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,-147,2.5,2.6,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,68.8,-166.5,150.5,125.2,squeeze
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0,0,2,0,2,0,1,0,2,0,1,0,54.3,-126,73.8,79.2,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.1,2,1,2,0,0,0,2,0,2,0,90.4,-135.7,158.9,70.7,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,-175.7,51.4,70.6,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124.5,-262.7,671.9,644.1,shove
0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,-146.9,2.5,2.9,hug
0.6,0.7,0.8,0.6,0.6,0.7,0.8,0.8,0.6,0.7,0.7,0.7,0.8,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.6,-156,14.6,22.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7,-143.2,384.3,530.1,shove
0.5,0.6,0.6,0.5,0.4,0.5,0.6,0.6,0.5,0.4,0.5,0.6,0.6,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,-143.9,5.2,7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,-147.5,4.1,3.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.9,-245.4,904.4,1041.5,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,-153.3,43.4,24.8,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3,-149.5,9.7,8.8,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,1,0,2,1,1,0,2,1,27.5,-148.1,79.4,136.4,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,-164.4,136,115,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181.5,14.6,978,958.2,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,72.1,-151.4,46.4,75.3,hug
0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.4,0.4,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,-146.4,1.2,1.8,hug
0.2,0.2,0.3,0,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,1,0,0,1,2,0,1,1,0,1,59.8,-129.4,207.4,140.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,39.7,-146.9,30.7,6.3,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-71.4,347.9,550.1,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,-149.4,53.2,45.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7,-135.3,48.2,47.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,-141.2,8.8,10.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3,-147,34.8,36.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2,-150.2,659.3,171.8,shove
0.4,0.4,0.5,0.1,0.3,0.4,0.4,0.5,0.2,0.3,0.4,0.4,0.5,0.2,0.3,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,58.8,-143.8,20.3,9.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,-127.6,586.5,198,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,3,0,3,0,0,0,3,0,2,0,50,-155.2,52,35.8,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,-166.4,418,79.8,shove
0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,-143.3,3,1.8,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-230.3,333.1,463.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2,-141.5,58.3,61,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,-141.9,8.4,18.2,touch
0.6,0.5,0.4,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,1,0,1,0,0,0,2,0,0,51,-139.4,10.8,31.6,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,-143.9,19.3,19.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,59.4,-148.2,125.4,57.3,squeeze
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3,-145.8,2.6,4.1,hug
